Numero de Registro,Codigo de Producto,Descripcion,Cantidad,Fecha,Precio Unitario,Precio Total,Sucursal
1373282,44421,Mantel manchado rojo,4,16/12/2020,99.05,396.18,3
1373282,44064,12 lápices Tubo alto Red ty,12,16/12/2020,7.91,94.86,3
1373282,44545,Paquete de 72 cajas de pastel de manchas ,24,16/12/2020,5.12,122.76,3
1373282,45274,Lonchera de fresa con cubiertos,12,16/12/2020,23.72,284.58,3
1373282,,Gastos de envio,4,16/12/2020,15,669.6,3
1373282,44428,Delantal de niños rojas,16,16/12/2020,18.14,290.16,3
1373282,46017,Rompecabezas vintage de ramas costeras,16,16/12/2020,34.88,558,3
1373515,178758A,White Hanging Heart T Sujetador TLight,96,16/01/2021,23.72,2276.64,2
1373515,,Auto para niño,1,16/01/2021,465,465,2
1373518,99897B,Tela de tiempo de té,8,16/01/2021,99.05,792.36,2
1373518,,Auto para niño,1,16/01/2021,465,465,2
1373518,166051,Lata de pastel de té con mango,2,16/01/2021,92.54,185.07,2
1373518,177700,Colcha azul de gingham rosa,1,16/01/2021,427.34,427.335,2
1373518,178637,Bandejas de amor de crema,1,16/01/2021,118.58,118.575,2
1373518,101071,Topiario de la alfombra de puertas,2,16/01/2021,62.78,125.55,2
1373518,31626B,Paraguas de diseño de pastel de hadas,4,16/01/2021,34.88,139.5,2
1373518,99941C,Blue Fairy Cake Child's Delants,8,16/01/2021,18.14,145.08,2
1373518,99941D,Pink Fairy Cake Child's Delants,8,16/01/2021,18.14,145.08,2
1373518,176461E,Hottie White White Hottie de lanuda roja.,8,16/01/2021,34.88,279,2
1373518,96600S,Almohadilla de llenado de poliéster 40x40cm,6,16/01/2021,13.49,80.91,2
1373518,45106,Botella de agua caliente de calavera blanca,4,16/01/2021,34.88,139.5,2
1373518,45102,Cadena de 20 luces de rosa,2,16/01/2021,118.58,237.15,2
1373518,78420,Taza de diseño de manchas w rosa interior,12,16/01/2021,15.35,184.14,2
1373518,46490,Juego de hornear 9 piezas ,9,16/01/2021,46.04,414.315,2
1373518,46492,  tea set cerámica 11 pc,9,16/01/2021,46.04,414.315,2
1373518,46778,Bolsa de fin de semana Vintage Rose Paisley,12,16/01/2021,71.15,853.74,2
1373518,78643,Soporte de pastel de cerámica + pasteles colgantes,8,16/01/2021,79.05,632.4,2
1373518,166616,Luces de rama de sauce.,12,16/01/2021,62.78,753.3,2
1373518,176465B,Charlie Lola Blue Botella de agua caliente,3,16/01/2021,43.25,129.735,2
1373576,44587,Caja de baratijas de cerámica de fresa,36,16/01/2021,11.63,418.5,1
1373576,44585,Caja de baratijas de cerámica de amor,12,16/01/2021,11.63,139.5,1
1373576,46353,Jarra de almacenamiento de manchas ,8,16/01/2021,34.88,279,1
1373576,46857,Taza de oficina rosa calentador,12,16/01/2021,46.04,552.42,1
1373576,46859,Taza de oficina calentador choc+azul,12,16/01/2021,46.04,552.42,1
1373576,46620,Friting Pan Pink Polkadot,8,16/01/2021,39.53,316.2,1
1373576,46899,Bolsa de fiesta deportiva  + set de pegatinas,8,16/01/2021,15.35,122.76,1
1373576,46484,Coloque amor corazón rosa,24,16/01/2021,3.91,93.744,1
1373576,46895,Bolsa de fiesta del bosque + set de pegatinas,8,16/01/2021,15.35,122.76,1
1373576,45564,Establecer 5 mini imán de nevera de donas,36,16/01/2021,15.72,565.812,1
1373576,46731,6 fresas de crochet,12,16/01/2021,11.63,139.5,1
1373576,46492,  tea set cerámica 11 pc,3,16/01/2021,46.04,138.105,1
1373576,46832,Taza de café Cat + Bird Design,12,16/01/2021,23.72,284.58,1
1373576,45207,Tetera tradicional del punto ,6,16/01/2021,73.94,443.61,1
1373576,45314,Bolsa de bolso de algodón de diseño de bosques,18,16/01/2021,20.93,376.65,1
1373576,45635,Luz nocturna LED de velador rojo,12,16/01/2021,15.35,184.14,1
1373576,46439,Té y simpatía de la botella de agua caliente,16,16/01/2021,36.74,587.76,1
1373576,46931,Plato de bolsa de té rojo,12,16/01/2021,7.91,94.86,1
1373576,46616,"Titular de palomitas de maíz, grande",12,16/01/2021,15.35,184.14,1
1373576,46941,Lonchera con tortas de hadas de cubiertos,12,16/01/2021,23.72,284.58,1
1373576,43510,Bolsa de Charlotte de bosque,10,16/01/2021,7.91,79.05,1
1373576,45312,Save the planeta bolso de bolso de algodón,12,16/01/2021,20.93,251.1,1
1373576,45310,Vamos a comprar compras de algodón bolso,12,16/01/2021,20.93,251.1,1
1373576,45001,Caja de joya de rosa de gingham rojo,8,16/01/2021,15.35,122.76,1
1373576,45110,Botella de agua caliente de color azul cervatillo,6,16/01/2021,27.44,164.61,1
1373576,45119,Botella de agua caliente de corazón rojo,9,16/01/2021,46.04,414.315,1
1373576,45570,Big Donut Fridge imanes,24,16/01/2021,7.91,189.72,1
1373576,46143,Conjunto de 36 doiles de papel de champiñones,12,16/01/2021,13.49,161.82,1
1373579,,Gastos de envio,7,16/01/2021,15,1171.8,1
1373579,44541,Conjunto de 72 Doilies de papel de manchas ,24,16/01/2021,13.49,323.64,1
1373579,46931,Plato de bolsa de té rojo,12,16/01/2021,7.91,94.86,1
1373579,46515, 3 ratones de rayas fieltes,6,16/01/2021,18.14,108.81,1
1373579,33955F,Wrap Blizzard,25,16/01/2021,3.91,97.65,1
1373579,43919,Set/5 tazones de vidrio de tapa manchada roja,24,16/01/2021,27.44,658.44,1
1373579,46620,Friting Pan Pink Polkadot,8,16/01/2021,39.53,316.2,1
1373579,44268,Set/20 servilletas de papel rojas rojas,12,16/01/2021,7.91,94.86,1
1373579,46492,  tea set cerámica 11 pc,3,16/01/2021,46.04,138.105,1
1373579,46490,Juego de hornear 9 piezas ,3,16/01/2021,46.04,138.105,1
1373579,46624,Pan de leche rosa ,8,16/01/2021,34.88,279,1
1373910,,Gastos de envio,2,16/01/2021,15,334.8,1
1373910,44182,Bolsa de compras manchas rojas,6,16/01/2021,23.72,142.29,1
1373910,45110,Botella de agua caliente de color azul cervatillo,36,16/01/2021,23.72,853.74,1
1373910,31618N,Parasol eduardiano natural,9,16/01/2021,55.34,498.015,1
1373910,,Paragua Eduardino Negro,15,16/01/2021,55.34,830.025,1
1373915,45793,Decoración blanca del corazón navideño,36,16/01/2021,3.91,140.616,3
1373915,46007,Chocolate de esta manera signo de metal,6,16/01/2021,19.53,117.18,3
1373915,46433,Botella de agua caliente para perro Scottie,4,16/01/2021,46.04,184.14,3
1373915,178246,Ornamento de pájaro de color surtido,16,16/01/2021,15.72,251.472,3
1373924,44541,Conjunto de 72 Doilies de papel de manchas ,12,16/01/2021,13.49,161.82,2
1373924,45639,Corazón rojo colgante titular de la luz,12,16/01/2021,27.44,329.22,2
1373924,45515,Escala de lámparas colgantes de vidrio,2,16/01/2021,157.64,315.27,2
1373924,45461,Surtido tutti frutti pequeño bolso,24,16/01/2021,11.63,279,2
1373924,45261,Ceramic Birdhouse Finch Blue grande,2,16/01/2021,55.34,110.67,2
1373924,45259,Ceramic Birdhouse Black Rose grande,2,16/01/2021,55.34,110.67,2
1373924,45003,Set/3 Red Gingham Rose Storage Box,6,16/01/2021,34.88,209.25,2
1373924,44545,Paquete de 72 cajas de pastel de manchas ,24,16/01/2021,5.12,122.76,2
1373924,43573,Mini casos de color variado,4,16/01/2021,73.94,295.74,2
1373924,44407,Antigua Vidry Rided Hanging Ball,12,16/01/2021,18.14,217.62,2
1373924,44400,Decoración del corazón de vidrio antiguo,12,16/01/2021,18.14,217.62,2
1373924,43583,Guantes de lavado de manchas rojas ,6,16/01/2021,19.53,117.18,2
1373924,43579,Guantes de lavado de color azul ,6,16/01/2021,19.53,117.18,2
1373924,43577,Guantes de lavado funky surtido,18,16/01/2021,19.53,351.54,2
1373924,45648,Establecer 3 cestas de registro de mimbre,2,16/01/2021,185.54,371.07,2
1373924,46784,Bag nocturna Vintage Rose Paisley,8,16/01/2021,46.04,368.28,2
1373924,46593,Soporte de tarjeta de árbol de Navidad verde,4,16/01/2021,39.53,158.1,2
1373924,46150,Paquete de 60 fundas de pastel de hongos,24,16/01/2021,5.12,122.76,2
1373924,45746,Caja de brillo de zapatos,2,16/01/2021,92.54,185.07,2
1373924,44642,Caja de costura victoriana grande,1,16/01/2021,118.58,118.575,2
1373924,46435,Botella de agua caliente de chocolate,8,16/01/2021,46.04,368.28,2
1373924,44640,Caja de costura victoriana Medium,2,16/01/2021,73.94,147.87,2
1373924,45085,Cubierta de alimentos de rafia de lunares de polka,6,16/01/2021,34.88,209.25,2
1373924,152796B,Vintage Cream 3 Casket Cake Stand,2,16/01/2021,92.54,185.07,2
1373924,178777C,Charlie y Lola figuran tins,2,16/01/2021,92.54,185.07,2
1373924,178777A,Charlie + Lola Biscuits Tins,2,16/01/2021,92.54,185.07,2
1373924,178758A,White Hanging Heart T Sujetador TLight,12,16/01/2021,27.44,329.22,2
1373924,96600P,Almohadilla de llenado de poliéster 65cmx65cm,2,16/01/2021,39.53,79.05,2
1373924,178599,Cadena de guirnaldas de cuentas blancas 20light,4,16/01/2021,59.06,236.22,2
1373924,178481,60 cajas de pastel de hadas de TEATIME,24,16/01/2021,5.12,122.76,2
1373924,178588,Luces de hadas de lirio antiguo,4,16/01/2021,46.04,184.14,2
1373924,46412,Titular votivo de espejo mosaico,6,16/01/2021,19.53,117.18,2
1373924,178393,Silventa Topeador TLight Hanging,12,16/01/2021,15.35,184.14,2
1373924,178387,Antiguo vidrio de té plateado grabado,12,16/01/2021,11.63,139.5,2
1373924,46616,"Titular de palomitas de maíz, grande",12,16/01/2021,15.35,184.14,2
1373924,78756,Pastel de pastel de tiempo de té en caja de regalo,4,16/01/2021,99.98,399.9,2
1373924,45870,Soporte de pastel de manchas ,4,16/01/2021,101.84,407.34,2
1373924,46490,Juego de hornear 9 piezas ,6,16/01/2021,46.04,276.21,2
1373924,46439,Té y simpatía de la botella de agua caliente,6,16/01/2021,36.74,220.41,2
1373924,178473,Juego de 36 Doilies de papel de TEATEME,12,16/01/2021,13.49,161.82,2
1373963,46490,Juego de hornear 9 piezas ,1,16/01/2021,46.04,46.035,3
1373963,43518,Bolsa de fresa Charlotte,1,16/01/2021,7.91,7.905,3
1374019,44587,Caja de baratijas de cerámica de fresa,1,16/01/2021,11.63,11.625,2
1374019,178042C,Soporte verde de placa de vidrio de 3 niveles,1,16/01/2021,118.58,118.575,2
1374150,177391,Lanzamiento de rosa y lila acolchado,1,16/02/2021,427.34,427.335,3
1374150,173216,Madera Black Board Ant White Finish,1,16/02/2021,59.99,59.985,3
1374234,46899,Bolsa de fiesta deportiva  + set de pegatinas,16,16/02/2021,15.35,245.52,3
1374234,46490,Juego de hornear 9 piezas ,9,16/02/2021,46.04,414.315,3
1374234,46895,Bolsa de fiesta del bosque + set de pegatinas,8,16/02/2021,15.35,122.76,3
1374234,45967,Caja de madera de dominó,12,16/02/2021,11.63,139.5,3
1374234,43430,Paraguas rosa manchas de niños,6,16/02/2021,30.23,181.35,3
1374234,43432,Paraguas de los niños rojas,6,16/02/2021,30.23,181.35,3
1374234,178494D,Juego de cubiertos de mini puntos de 3 piezas rosa de 3 piezas,6,16/02/2021,34.88,209.25,3
1374234,178494A,Juego de cubiertos de mini puntos de 3 piezas verdes,6,16/02/2021,34.88,209.25,3
1374234,44545,Paquete de 72 cajas de pastel de manchas ,24,16/02/2021,5.12,122.76,3
1374234,46939,Lonchera con cubiertos ,12,16/02/2021,23.72,284.58,3
1374234,44354,Set/10 velas rojas del partido manchado,24,16/02/2021,11.63,279,3
1374234,44281,Set/6 tazas de papel manchas rojas,12,16/02/2021,6.05,72.54,3
1374234,44268,Set/20 servilletas de papel rojas rojas,12,16/02/2021,7.91,94.86,3
1374234,44297,Placas de papel manchas de set/6 rojas,12,16/02/2021,7.91,94.86,3
1374234,44308,Colocar/6 copas de papel de fresa,12,16/02/2021,6.05,72.54,3
1374234,44293,Placas de papel de fresa establecidas/6,12,16/02/2021,7.91,94.86,3
1374234,,Gastos de envio,2,16/02/2021,15,334.8,3
1374234,46941,Lonchera con tortas de hadas de cubiertos,6,16/02/2021,23.72,142.29,3
1374615,43919,Set/5 tazones de vidrio de tapa manchada roja,1,16/02/2021,23.72,23.715,2
1374685,99889,Empavesado de la fiesta,5,16/02/2021,43.25,216.225,3
1374685,21004,Globo político inflable,12,16/02/2021,7.91,94.86,3
1374685,46899,Bolsa de fiesta deportiva  + set de pegatinas,8,16/02/2021,15.35,122.76,3
1374685,46733,FIENTO TOADSTEOL LIGRO,12,16/02/2021,11.63,139.5,3
1374685,,Gastos de envio,2,16/02/2021,15,334.8,3
1374685,45635,Luz nocturna LED de velador rojo,24,16/02/2021,15.35,368.28,3
1374685,46941,Lonchera con tortas de hadas de cubiertos,6,16/02/2021,23.72,142.29,3
1374685,44182,Bolsa de compras manchas rojas,6,16/02/2021,23.72,142.29,3
1374685,45272,Skull Lonchera con cubiertos,6,16/02/2021,23.72,142.29,3
1374685,43575, Mini casos de punto rojo/blanco,6,16/02/2021,73.94,443.61,3
1374685,178529B,Repuestos rojos/blancos para un paraguero con ruido,6,16/02/2021,55.34,332.01,3
1374685,178529A,Repuestos negros/azules Rushled Umbrella,6,16/02/2021,55.34,332.01,3
1374685,31618N,Parasol eduardiano natural,6,16/02/2021,55.34,332.01,3
1374685,,Paragua Eduardino Negro,21,16/02/2021,55.34,1162.035,3
1374685,45274,Lonchera de fresa con cubiertos,6,16/02/2021,23.72,142.29,3
1374685,46492,  tea set cerámica 11 pc,6,16/02/2021,46.04,276.21,3
1374722,45509,Mancha de cajón de cerámica,24,16/02/2021,11.63,279,2
1374722,46670,Linterna blanca de lovebird,12,16/02/2021,27.44,329.22,2
1374722,177471A,Juego de 4 posavasos en inglés,10,16/02/2021,11.63,116.25,2
1374722,177471B,Conjunto de 4 pastizales de pasteles de hadas,20,16/02/2021,11.63,232.5,2
1374722,,Paragua Eduardino Negro,6,16/02/2021,55.34,332.01,2
1374722,177469A,Mantenigadores de rosas inglesas,8,16/02/2021,34.88,279,2
1374722,43426,Parasol eduardiano rojo,6,16/02/2021,55.34,332.01,2
1374722,45507,Mancha de cajón de cerámica azul,24,16/02/2021,11.63,279,2
1374722,178529D,Repuestos rosados/marrones para paraguas con ruido,6,16/02/2021,55.34,332.01,2
1374722,178345C,Montaña de baldosas de pasteles de hadas,12,16/02/2021,11.63,139.5,2
1374722,45503,Perilla de cajón de cerámica de rayas rojos,48,16/02/2021,11.63,558,2
1374722,46668,Pake Plate Lovebird Pink,3,16/02/2021,46.04,138.105,2
1374722,47072,Resma de tejido blanco,2,16/02/2021,73.94,147.87,2
1374722,173487D,Cupcake de letrero de metal gancho individual,16,16/02/2021,11.63,186,2
1374722,173487A,"Señal de metal, cupcake un solo gancho",16,16/02/2021,11.63,186,2
1374722,178439S,Hook de flores de corazón pequeño,48,16/02/2021,7.91,379.44,2
1374722,46007,Chocolate de esta manera signo de metal,18,16/02/2021,19.53,351.54,2
1374722,44444,Casa dulce signo de metal para el hogar,18,16/02/2021,27.44,493.83,2
1374722,177232,Vestido negro de stand de joyería de 6 gancho,12,16/02/2021,18.14,217.62,2
1374722,152781A,S/3 FLWR FAIRY LILLY CANDLES,16,16/02/2021,19.53,312.48,2
1374722,152781C,S/3 FLWR FAIRY ROSE,16,16/02/2021,19.53,312.48,2
1374722,43865,Set 3 Jardin de Femme Scent velas,24,16/02/2021,11.63,279,2
1374722,45505,Perilla de cajón de cerámica de rayas azules,48,16/02/2021,11.63,558,2
1374792,44211,Colgador de corazón de zinc con ganchos,1,16/02/2021,39.53,39.525,2
1374792,45469,Medio de soporte de luz T de vidrio grabado,6,16/02/2021,18.14,108.81,2
1374836,45870,Soporte de pastel de manchas ,1,16/02/2021,101.84,101.835,2
1374836,44644,Caja de costura victoriana pequeña,1,16/02/2021,55.34,55.335,2
1374836,44623,Pegatinas de la tabla de altura del bosque,6,16/02/2021,27.44,164.61,2
1374859,46584,Pastel de pastel Filigree Med,1,16/02/2021,62.78,62.775,2
1374940,45150,Envoltura de manchas rosa,25,16/03/2021,3.91,97.65,1
1374940,46733,FIENTO TOADSTEOL LIGRO,12,16/03/2021,11.63,139.5,1
1374940,43462,Juguete de coche blando floral,4,16/03/2021,34.88,139.5,1
1374940,43476,Móvil suave acolchado azul,3,16/03/2021,39.53,118.575,1
1374940,43474,Móvil rosa acolchado,3,16/03/2021,39.53,118.575,1
1374940,43453,Elefante floral Juguete blando,3,16/03/2021,39.53,118.575,1
1374940,46828,Llavero de cerdo con luz y sonido,24,16/03/2021,11.63,279,1
1374940,46736,FIENTO TOADSTEOL PEQUEÑO,12,16/03/2021,7.91,94.86,1
1374940,45146,Envoltura de manchas rojas,25,16/03/2021,3.91,97.65,1
1374940,46784,Bag nocturna Vintage Rose Paisley,3,16/03/2021,46.04,138.105,1
1374940,107129L,"Bolígrafo de plumas, rosa claro",12,16/03/2021,7.91,94.86,1
1374940,178387,Antiguo vidrio de té plateado grabado,12,16/03/2021,11.63,139.5,1
1374940,45555,Pequeña veleta de plata martillada,6,16/03/2021,27.44,164.61,1
1374940,46597,Soporte de tarjeta de corazón crema,4,16/03/2021,36.74,146.94,1
1374940,46574,Victorian Glass Hanging TLight,12,16/03/2021,11.63,139.5,1
1374940,,Gastos de envio,2,16/03/2021,15,334.8,1
1374940,178580,6 Chocolate Love Heart TLights,6,16/03/2021,19.53,117.18,1
1374940,45515,Escala de lámparas colgantes de vidrio,2,16/03/2021,157.64,315.27,1
1374940,44268,Set/20 servilletas de papel rojas rojas,12,16/03/2021,7.91,94.86,1
1374940,46899,Bolsa de fiesta deportiva  + set de pegatinas,8,16/03/2021,15.35,122.76,1
1374940,178391,Silver Hanging TLight Sujetador Dome,6,16/03/2021,15.35,92.07,1
1374946,178987B,Matrioshka Muñeca Rusa Amarillo,2,16/03/2021,46.04,92.07,1
1374946,44696,Vela de mancha  pequeña,12,16/03/2021,15.72,188.604,1
1374946,44701,Vela de mancha  grande,12,16/03/2021,23.72,284.58,1
1375060,178603E,Cintas de los rojos escandinavos,30,16/03/2021,11.63,348.75,1
1375060,44642,Caja de costura victoriana grande,16,16/03/2021,101.84,1629.36,1
1375060,46689,Rompecabezas de conejo y casa de aves,24,16/03/2021,15.35,368.28,1
1375060,46616,"Titular de palomitas de maíz, grande",24,16/03/2021,15.35,368.28,1
1375060,46024,Establecer 12 palitos de tiza blanca ,24,16/03/2021,3.91,93.744,1
1375060,45870,Soporte de pastel de manchas ,24,16/03/2021,92.54,2220.84,1
1375060,178494A,Juego de cubiertos de mini puntos de 3 piezas verdes,24,16/03/2021,34.88,837,1
1375060,178603A,Cintas de Navidad tradicionales,30,16/03/2021,11.63,348.75,1
1375060,45482,Plato de beurre de vidrio,24,16/03/2021,31.53,756.648,1
1375060,46603,Reloj de pared del restaurante azul,10,16/03/2021,79.05,790.5,1
1375060,43432,Paraguas de los niños rojas,12,16/03/2021,30.23,362.7,1
1375060,43575, Mini casos de punto rojo/blanco,12,16/03/2021,59.06,708.66,1
1375060,44600,Copa manchada roja,24,16/03/2021,7.91,189.72,1
1375060,43420,Tazón manchado rojo,24,16/03/2021,11.63,279,1
1375060,43397,Bolso manchado rojo,12,16/03/2021,27.44,329.22,1
1375060,46943,Colchón de asiento acolchado de mancha ,36,16/03/2021,31.53,1134.972,1
1375060,46024,Establecer 12 palitos de tiza blanca ,24,16/03/2021,3.91,93.744,1
1375060,45870,Soporte de pastel de manchas ,24,16/03/2021,92.54,2220.84,1
1375060,43430,Paraguas rosa manchas de niños,12,16/03/2021,30.23,362.7,1
1375063,,Gastos de envio,1,16/03/2021,15,2008.8,1
1375248,45263,Cerámica pájaro techo rojo grande,4,16/04/2021,55.34,221.34,2
1375248,45648,Establecer 3 cestas de registro de mimbre,2,16/04/2021,185.54,371.07,2
1375248,,Auto para niño,1,16/04/2021,465,465,2
1375248,44218,Juguete blando de la bolsa del doctor,3,16/04/2021,83.24,249.705,2
1375248,166574,Luces de chile,4,16/04/2021,46.04,184.14,2
1375248,44213,Juguete blando de la bolsa de la enfermera,3,16/04/2021,83.24,249.705,2
1375248,101163C,Mat de la puerta Flock negro,2,16/04/2021,62.78,125.55,2
1375248,45146,Envoltura de manchas rojas,25,16/04/2021,3.91,97.65,2
1375248,178485B,75 petit negro cuatro casos,24,16/04/2021,3.91,93.744,2
1375248,45190,Tarjeta de felicitación de Gin & Tonic Diet,12,16/04/2021,3.91,46.872,2
1375248,178437S,Heart Heart Zinc T Sujetador,12,16/04/2021,7.91,94.86,2
1375248,46015,Serpientes y escaleras antiguas,4,16/04/2021,34.88,139.5,2
1375248,43739,Clips de mariposas brillantes,12,16/04/2021,23.72,284.58,2
1375248,44052,36 lápices de bosque de tubo,16,16/04/2021,11.63,186,2
1375248,45965,Set de bingo,4,16/04/2021,34.88,139.5,2
1375248,177618,Juguete de ratón con camiseta rosa,4,16/04/2021,34.88,139.5,2
1375248,177614,Juguete de elefante con camiseta azul,4,16/04/2021,34.88,139.5,2
1375248,99941D,Pink Fairy Cake Child's Delants,8,16/04/2021,18.14,145.08,2
1375248,178987B,Matrioshka Muñeca Rusa Amarillo,3,16/04/2021,46.04,138.105,2
1375265,46492,  tea set cerámica 11 pc,3,16/04/2021,46.04,138.105,3
1375265,46883,Corazones vintage móviles,6,16/04/2021,46.04,276.21,3
1375265,45835,Set de dinosaurio de ocho piezas,4,16/04/2021,11.63,46.5,3
1375265,46490,Juego de hornear 9 piezas ,2,16/04/2021,46.04,92.07,3
